,previous_state,current_state
33,"[[7, 6, 1], [0, 8, 3], [2, 4, 5]]","[[7, 6, 1], [8, 0, 3], [2, 4, 5]]"
34,"[[0, 7, 1], [2, 6, 3], [4, 8, 5]]","[[2, 7, 1], [0, 6, 3], [4, 8, 5]]"
35,"[[7, 6, 1], [2, 3, 5], [4, 8, 0]]","[[7, 6, 1], [2, 3, 5], [4, 0, 8]]"
36,"[[7, 1, 3], [2, 6, 0], [4, 8, 5]]","[[7, 1, 3], [2, 0, 6], [4, 8, 5]]"
37,"[[7, 1, 3], [2, 6, 0], [4, 8, 5]]","[[7, 1, 3], [2, 6, 5], [4, 8, 0]]"
38,"[[0, 6, 1], [7, 2, 8], [4, 5, 3]]","[[6, 0, 1], [7, 2, 8], [4, 5, 3]]"
39,"[[7, 6, 0], [2, 3, 1], [4, 8, 5]]","[[7, 0, 6], [2, 3, 1], [4, 8, 5]]"
40,"[[7, 1, 0], [2, 6, 8], [4, 5, 3]]","[[7, 1, 8], [2, 6, 0], [4, 5, 3]]"
41,"[[7, 6, 1], [4, 2, 8], [0, 5, 3]]","[[7, 6, 1], [4, 2, 8], [5, 0, 3]]"
42,"[[0, 7, 1], [2, 6, 8], [4, 5, 3]]","[[2, 7, 1], [0, 6, 8], [4, 5, 3]]"
43,"[[0, 7, 6], [2, 8, 1], [4, 5, 3]]","[[2, 7, 6], [0, 8, 1], [4, 5, 3]]"
44,"[[7, 6, 1], [2, 5, 8], [4, 3, 0]]","[[7, 6, 1], [2, 5, 0], [4, 3, 8]]"
45,"[[7, 8, 6], [2, 0, 1], [4, 5, 3]]","[[7, 8, 6], [0, 2, 1], [4, 5, 3]]"
46,"[[7, 8, 6], [2, 0, 1], [4, 5, 3]]","[[7, 8, 6], [2, 1, 0], [4, 5, 3]]"
47,"[[7, 8, 6], [2, 0, 1], [4, 5, 3]]","[[7, 8, 6], [2, 5, 1], [4, 0, 3]]"
48,"[[6, 0, 1], [7, 2, 3], [4, 8, 5]]","[[6, 1, 0], [7, 2, 3], [4, 8, 5]]"
49,"[[6, 0, 1], [7, 2, 3], [4, 8, 5]]","[[6, 2, 1], [7, 0, 3], [4, 8, 5]]"
50,"[[7, 6, 1], [4, 2, 3], [8, 0, 5]]","[[7, 6, 1], [4, 2, 3], [8, 5, 0]]"
51,"[[7, 6, 1], [2, 5, 8], [0, 4, 3]]","[[7, 6, 1], [0, 5, 8], [2, 4, 3]]"
52,"[[2, 7, 1], [0, 6, 3], [4, 8, 5]]","[[2, 7, 1], [4, 6, 3], [0, 8, 5]]"
53,"[[7, 6, 1], [4, 2, 3], [8, 0, 5]]","[[7, 6, 1], [4, 0, 3], [8, 2, 5]]"
54,"[[0, 6, 1], [7, 8, 3], [2, 4, 5]]","[[6, 0, 1], [7, 8, 3], [2, 4, 5]]"
55,"[[2, 7, 1], [0, 6, 3], [4, 8, 5]]","[[2, 7, 1], [6, 0, 3], [4, 8, 5]]"
56,"[[7, 1, 3], [2, 0, 6], [4, 8, 5]]","[[7, 1, 3], [0, 2, 6], [4, 8, 5]]"
57,"[[7, 6, 1], [8, 0, 3], [2, 4, 5]]","[[7, 0, 1], [8, 6, 3], [2, 4, 5]]"
58,"[[7, 6, 1], [8, 0, 3], [2, 4, 5]]","[[7, 6, 1], [8, 4, 3], [2, 0, 5]]"
59,"[[7, 1, 3], [2, 0, 6], [4, 8, 5]]","[[7, 0, 3], [2, 1, 6], [4, 8, 5]]"
60,"[[7, 1, 3], [2, 6, 5], [4, 8, 0]]","[[7, 1, 3], [2, 6, 5], [4, 0, 8]]"
61,"[[7, 1, 3], [2, 0, 6], [4, 8, 5]]","[[7, 1, 3], [2, 8, 6], [4, 0, 5]]"
62,"[[7, 6, 1], [8, 0, 3], [2, 4, 5]]","[[7, 6, 1], [8, 3, 0], [2, 4, 5]]"
63,"[[6, 0, 1], [7, 2, 8], [4, 5, 3]]","[[6, 1, 0], [7, 2, 8], [4, 5, 3]]"
64,"[[6, 1, 0], [7, 2, 3], [4, 8, 5]]","[[6, 1, 3], [7, 2, 0], [4, 8, 5]]"
65,"[[6, 0, 1], [7, 2, 8], [4, 5, 3]]","[[6, 2, 1], [7, 0, 8], [4, 5, 3]]"
66,"[[7, 1, 8], [2, 6, 0], [4, 5, 3]]","[[7, 1, 8], [2, 0, 6], [4, 5, 3]]"
67,"[[7, 1, 8], [2, 6, 0], [4, 5, 3]]","[[7, 1, 8], [2, 6, 3], [4, 5, 0]]"
68,"[[7, 0, 6], [2, 3, 1], [4, 8, 5]]","[[7, 3, 6], [2, 0, 1], [4, 8, 5]]"
69,"[[7, 6, 1], [2, 3, 5], [4, 0, 8]]","[[7, 6, 1], [2, 0, 5], [4, 3, 8]]"
70,"[[7, 6, 1], [2, 3, 5], [4, 0, 8]]","[[7, 6, 1], [2, 3, 5], [0, 4, 8]]"
71,"[[7, 1, 3], [0, 2, 6], [4, 8, 5]]","[[0, 1, 3], [7, 2, 6], [4, 8, 5]]"
72,"[[7, 1, 3], [0, 2, 6], [4, 8, 5]]","[[7, 1, 3], [4, 2, 6], [0, 8, 5]]"
73,"[[7, 0, 6], [2, 3, 1], [4, 8, 5]]","[[0, 7, 6], [2, 3, 1], [4, 8, 5]]"
74,"[[7, 8, 6], [0, 2, 1], [4, 5, 3]]","[[0, 8, 6], [7, 2, 1], [4, 5, 3]]"
75,"[[2, 7, 1], [0, 6, 8], [4, 5, 3]]","[[2, 7, 1], [4, 6, 8], [0, 5, 3]]"
76,"[[2, 7, 6], [0, 8, 1], [4, 5, 3]]","[[2, 7, 6], [4, 8, 1], [0, 5, 3]]"
77,"[[6, 2, 1], [7, 0, 3], [4, 8, 5]]","[[6, 2, 1], [0, 7, 3], [4, 8, 5]]"
78,"[[6, 2, 1], [7, 0, 3], [4, 8, 5]]","[[6, 2, 1], [7, 3, 0], [4, 8, 5]]"
79,"[[6, 2, 1], [7, 0, 3], [4, 8, 5]]","[[6, 2, 1], [7, 8, 3], [4, 0, 5]]"
80,"[[7, 6, 1], [4, 2, 8], [5, 0, 3]]","[[7, 6, 1], [4, 0, 8], [5, 2, 3]]"
81,"[[7, 6, 1], [4, 2, 3], [8, 5, 0]]","[[7, 6, 1], [4, 2, 0], [8, 5, 3]]"
82,"[[7, 6, 1], [4, 2, 8], [5, 0, 3]]","[[7, 6, 1], [4, 2, 8], [5, 3, 0]]"
83,"[[7, 8, 6], [2, 1, 0], [4, 5, 3]]","[[7, 8, 0], [2, 1, 6], [4, 5, 3]]"
84,"[[7, 8, 6], [2, 1, 0], [4, 5, 3]]","[[7, 8, 6], [2, 1, 3], [4, 5, 0]]"
85,"[[7, 8, 6], [0, 2, 1], [4, 5, 3]]","[[7, 8, 6], [4, 2, 1], [0, 5, 3]]"
86,"[[2, 7, 1], [4, 6, 3], [0, 8, 5]]","[[2, 7, 1], [4, 6, 3], [8, 0, 5]]"
87,"[[2, 7, 1], [0, 6, 8], [4, 5, 3]]","[[2, 7, 1], [6, 0, 8], [4, 5, 3]]"
88,"[[2, 7, 6], [0, 8, 1], [4, 5, 3]]","[[2, 7, 6], [8, 0, 1], [4, 5, 3]]"
89,"[[7, 6, 1], [4, 0, 3], [8, 2, 5]]","[[7, 0, 1], [4, 6, 3], [8, 2, 5]]"
90,"[[7, 6, 1], [2, 5, 0], [4, 3, 8]]","[[7, 6, 0], [2, 5, 1], [4, 3, 8]]"
91,"[[7, 8, 6], [2, 5, 1], [4, 0, 3]]","[[7, 8, 6], [2, 5, 1], [0, 4, 3]]"
92,"[[7, 8, 6], [2, 5, 1], [4, 0, 3]]","[[7, 8, 6], [2, 5, 1], [4, 3, 0]]"
93,"[[7, 1, 3], [2, 8, 6], [4, 0, 5]]","[[7, 1, 3], [2, 8, 6], [4, 5, 0]]"
94,"[[7, 6, 1], [0, 5, 8], [2, 4, 3]]","[[0, 6, 1], [7, 5, 8], [2, 4, 3]]"
95,"[[2, 7, 1], [6, 0, 3], [4, 8, 5]]","[[2, 0, 1], [6, 7, 3], [4, 8, 5]]"
96,"[[7, 6, 1], [4, 0, 3], [8, 2, 5]]","[[7, 6, 1], [0, 4, 3], [8, 2, 5]]"
97,"[[7, 6, 1], [4, 0, 3], [8, 2, 5]]","[[7, 6, 1], [4, 3, 0], [8, 2, 5]]"
98,"[[7, 0, 3], [2, 1, 6], [4, 8, 5]]","[[0, 7, 3], [2, 1, 6], [4, 8, 5]]"
99,"[[0, 1, 3], [7, 2, 6], [4, 8, 5]]","[[1, 0, 3], [7, 2, 6], [4, 8, 5]]"
100,"[[7, 1, 3], [2, 6, 5], [4, 0, 8]]","[[7, 1, 3], [2, 0, 5], [4, 6, 8]]"
101,"[[7, 1, 3], [2, 6, 5], [4, 0, 8]]","[[7, 1, 3], [2, 6, 5], [0, 4, 8]]"
102,"[[7, 1, 3], [2, 8, 6], [4, 0, 5]]","[[7, 1, 3], [2, 8, 6], [0, 4, 5]]"
103,"[[7, 0, 3], [2, 1, 6], [4, 8, 5]]","[[7, 3, 0], [2, 1, 6], [4, 8, 5]]"
104,"[[2, 7, 1], [6, 0, 3], [4, 8, 5]]","[[2, 7, 1], [6, 3, 0], [4, 8, 5]]"
105,"[[2, 7, 1], [6, 0, 3], [4, 8, 5]]","[[2, 7, 1], [6, 8, 3], [4, 0, 5]]"
106,"[[6, 0, 1], [7, 8, 3], [2, 4, 5]]","[[6, 1, 0], [7, 8, 3], [2, 4, 5]]"
107,"[[7, 6, 1], [0, 5, 8], [2, 4, 3]]","[[7, 6, 1], [5, 0, 8], [2, 4, 3]]"
108,"[[6, 1, 3], [7, 2, 0], [4, 8, 5]]","[[6, 1, 3], [7, 2, 5], [4, 8, 0]]"
109,"[[7, 1, 3], [4, 2, 6], [0, 8, 5]]","[[7, 1, 3], [4, 2, 6], [8, 0, 5]]"
110,"[[6, 0, 1], [7, 8, 3], [2, 4, 5]]","[[6, 8, 1], [7, 0, 3], [2, 4, 5]]"
111,"[[7, 0, 1], [8, 6, 3], [2, 4, 5]]","[[7, 1, 0], [8, 6, 3], [2, 4, 5]]"
112,"[[7, 6, 1], [8, 4, 3], [2, 0, 5]]","[[7, 6, 1], [8, 4, 3], [0, 2, 5]]"
113,"[[7, 6, 1], [8, 4, 3], [2, 0, 5]]","[[7, 6, 1], [8, 4, 3], [2, 5, 0]]"
114,"[[6, 1, 3], [7, 2, 0], [4, 8, 5]]","[[6, 1, 3], [7, 0, 2], [4, 8, 5]]"
115,"[[7, 0, 1], [8, 6, 3], [2, 4, 5]]","[[0, 7, 1], [8, 6, 3], [2, 4, 5]]"
116,"[[1, 0, 3], [7, 2, 6], [4, 8, 5]]","[[1, 2, 3], [7, 0, 6], [4, 8, 5]]"
117,"[[6, 2, 1], [7, 0, 8], [4, 5, 3]]","[[6, 2, 1], [7, 5, 8], [4, 0, 3]]"
118,"[[6, 2, 1], [7, 0, 8], [4, 5, 3]]","[[6, 2, 1], [7, 8, 0], [4, 5, 3]]"
119,"[[7, 1, 8], [2, 0, 6], [4, 5, 3]]","[[7, 1, 8], [0, 2, 6], [4, 5, 3]]"
120,"[[7, 1, 8], [2, 0, 6], [4, 5, 3]]","[[7, 1, 8], [2, 5, 6], [4, 0, 3]]"
121,"[[7, 3, 6], [2, 0, 1], [4, 8, 5]]","[[7, 3, 6], [0, 2, 1], [4, 8, 5]]"
122,"[[7, 3, 6], [2, 0, 1], [4, 8, 5]]","[[7, 3, 6], [2, 1, 0], [4, 8, 5]]"
123,"[[6, 2, 1], [0, 7, 3], [4, 8, 5]]","[[0, 2, 1], [6, 7, 3], [4, 8, 5]]"
124,"[[6, 2, 1], [0, 7, 3], [4, 8, 5]]","[[6, 2, 1], [4, 7, 3], [0, 8, 5]]"
125,"[[6, 2, 1], [7, 3, 0], [4, 8, 5]]","[[6, 2, 1], [7, 3, 5], [4, 8, 0]]"
126,"[[6, 2, 1], [7, 8, 3], [4, 0, 5]]","[[6, 2, 1], [7, 8, 3], [4, 5, 0]]"
127,"[[1, 0, 3], [7, 2, 6], [4, 8, 5]]","[[1, 3, 0], [7, 2, 6], [4, 8, 5]]"
128,"[[6, 1, 0], [7, 2, 8], [4, 5, 3]]","[[6, 1, 8], [7, 2, 0], [4, 5, 3]]"
129,"[[6, 2, 1], [7, 0, 8], [4, 5, 3]]","[[6, 2, 1], [0, 7, 8], [4, 5, 3]]"
130,"[[7, 6, 1], [2, 0, 5], [4, 3, 8]]","[[7, 0, 1], [2, 6, 5], [4, 3, 8]]"
131,"[[7, 1, 8], [2, 0, 6], [4, 5, 3]]","[[7, 0, 8], [2, 1, 6], [4, 5, 3]]"
132,"[[7, 1, 8], [2, 6, 3], [4, 5, 0]]","[[7, 1, 8], [2, 6, 3], [4, 0, 5]]"
133,"[[7, 3, 6], [2, 0, 1], [4, 8, 5]]","[[7, 3, 6], [2, 8, 1], [4, 0, 5]]"
134,"[[7, 6, 1], [2, 0, 5], [4, 3, 8]]","[[7, 6, 1], [0, 2, 5], [4, 3, 8]]"
135,"[[7, 6, 1], [8, 3, 0], [2, 4, 5]]","[[7, 6, 1], [8, 3, 5], [2, 4, 0]]"
136,"[[2, 7, 1], [4, 6, 3], [8, 0, 5]]","[[2, 7, 1], [4, 6, 3], [8, 5, 0]]"
137,"[[6, 2, 1], [7, 3, 0], [4, 8, 5]]","[[6, 2, 0], [7, 3, 1], [4, 8, 5]]"
138,"[[6, 2, 1], [7, 8, 3], [4, 0, 5]]","[[6, 2, 1], [7, 8, 3], [0, 4, 5]]"
139,"[[7, 0, 1], [4, 6, 3], [8, 2, 5]]","[[7, 1, 0], [4, 6, 3], [8, 2, 5]]"
140,"[[7, 1, 3], [2, 8, 6], [4, 5, 0]]","[[7, 1, 3], [2, 8, 0], [4, 5, 6]]"
141,"[[7, 6, 1], [4, 2, 0], [8, 5, 3]]","[[7, 6, 0], [4, 2, 1], [8, 5, 3]]"
142,"[[7, 6, 1], [4, 2, 0], [8, 5, 3]]","[[7, 6, 1], [4, 0, 2], [8, 5, 3]]"
143,"[[2, 7, 1], [4, 6, 8], [0, 5, 3]]","[[2, 7, 1], [4, 6, 8], [5, 0, 3]]"
144,"[[0, 7, 6], [2, 3, 1], [4, 8, 5]]","[[2, 7, 6], [0, 3, 1], [4, 8, 5]]"
145,"[[2, 7, 6], [4, 8, 1], [0, 5, 3]]","[[2, 7, 6], [4, 8, 1], [5, 0, 3]]"
146,"[[7, 6, 1], [4, 0, 8], [5, 2, 3]]","[[7, 0, 1], [4, 6, 8], [5, 2, 3]]"
147,"[[7, 1, 3], [4, 2, 6], [8, 0, 5]]","[[7, 1, 3], [4, 2, 6], [8, 5, 0]]"
148,"[[7, 6, 1], [8, 3, 0], [2, 4, 5]]","[[7, 6, 0], [8, 3, 1], [2, 4, 5]]"
149,"[[7, 6, 1], [2, 3, 5], [0, 4, 8]]","[[7, 6, 1], [0, 3, 5], [2, 4, 8]]"
150,"[[7, 6, 1], [4, 2, 8], [5, 3, 0]]","[[7, 6, 1], [4, 2, 0], [5, 3, 8]]"
151,"[[7, 6, 1], [4, 0, 8], [5, 2, 3]]","[[7, 6, 1], [4, 8, 0], [5, 2, 3]]"
152,"[[7, 8, 6], [2, 1, 3], [4, 5, 0]]","[[7, 8, 6], [2, 1, 3], [4, 0, 5]]"
153,"[[7, 8, 6], [4, 2, 1], [0, 5, 3]]","[[7, 8, 6], [4, 2, 1], [5, 0, 3]]"
154,"[[0, 8, 6], [7, 2, 1], [4, 5, 3]]","[[8, 0, 6], [7, 2, 1], [4, 5, 3]]"
155,"[[7, 0, 1], [4, 6, 3], [8, 2, 5]]","[[0, 7, 1], [4, 6, 3], [8, 2, 5]]"
156,"[[2, 0, 1], [6, 7, 3], [4, 8, 5]]","[[2, 1, 0], [6, 7, 3], [4, 8, 5]]"
157,"[[2, 7, 1], [4, 6, 3], [8, 0, 5]]","[[2, 7, 1], [4, 0, 3], [8, 6, 5]]"
158,"[[0, 7, 3], [2, 1, 6], [4, 8, 5]]","[[2, 7, 3], [0, 1, 6], [4, 8, 5]]"
159,"[[7, 1, 3], [2, 0, 5], [4, 6, 8]]","[[7, 1, 3], [0, 2, 5], [4, 6, 8]]"
160,"[[7, 1, 3], [2, 0, 5], [4, 6, 8]]","[[7, 1, 3], [2, 5, 0], [4, 6, 8]]"
161,"[[1, 2, 3], [7, 0, 6], [4, 8, 5]]","[[1, 2, 3], [0, 7, 6], [4, 8, 5]]"
162,"[[1, 2, 3], [7, 0, 6], [4, 8, 5]]","[[1, 2, 3], [7, 6, 0], [4, 8, 5]]"
163,"[[1, 2, 3], [7, 0, 6], [4, 8, 5]]","[[1, 2, 3], [7, 8, 6], [4, 0, 5]]"
164,"[[2, 7, 1], [6, 0, 8], [4, 5, 3]]","[[2, 0, 1], [6, 7, 8], [4, 5, 3]]"
165,"[[2, 7, 6], [8, 0, 1], [4, 5, 3]]","[[2, 0, 6], [8, 7, 1], [4, 5, 3]]"
166,"[[2, 7, 1], [6, 0, 8], [4, 5, 3]]","[[2, 7, 1], [6, 5, 8], [4, 0, 3]]"
167,"[[2, 7, 1], [6, 0, 8], [4, 5, 3]]","[[2, 7, 1], [6, 8, 0], [4, 5, 3]]"
168,"[[2, 7, 6], [8, 0, 1], [4, 5, 3]]","[[2, 7, 6], [8, 1, 0], [4, 5, 3]]"
169,"[[2, 7, 6], [8, 0, 1], [4, 5, 3]]","[[2, 7, 6], [8, 5, 1], [4, 0, 3]]"
170,"[[7, 6, 0], [2, 5, 1], [4, 3, 8]]","[[7, 0, 6], [2, 5, 1], [4, 3, 8]]"
171,"[[7, 1, 3], [4, 2, 6], [8, 0, 5]]","[[7, 1, 3], [4, 0, 6], [8, 2, 5]]"
172,"[[7, 6, 1], [4, 0, 8], [5, 2, 3]]","[[7, 6, 1], [0, 4, 8], [5, 2, 3]]"
173,"[[7, 6, 1], [0, 4, 3], [8, 2, 5]]","[[0, 6, 1], [7, 4, 3], [8, 2, 5]]"
174,"[[6, 1, 3], [7, 2, 5], [4, 8, 0]]","[[6, 1, 3], [7, 2, 5], [4, 0, 8]]"
175,"[[7, 1, 3], [2, 0, 5], [4, 6, 8]]","[[7, 0, 3], [2, 1, 5], [4, 6, 8]]"
176,"[[7, 1, 3], [2, 6, 5], [0, 4, 8]]","[[7, 1, 3], [0, 6, 5], [2, 4, 8]]"
177,"[[7, 1, 3], [2, 8, 6], [0, 4, 5]]","[[7, 1, 3], [0, 8, 6], [2, 4, 5]]"
178,"[[7, 6, 1], [4, 3, 0], [8, 2, 5]]","[[7, 6, 1], [4, 3, 5], [8, 2, 0]]"
179,"[[7, 8, 6], [2, 5, 1], [0, 4, 3]]","[[7, 8, 6], [0, 5, 1], [2, 4, 3]]"
180,"[[7, 8, 6], [2, 5, 1], [4, 3, 0]]","[[7, 8, 6], [2, 5, 0], [4, 3, 1]]"
181,"[[2, 7, 1], [6, 3, 0], [4, 8, 5]]","[[2, 7, 1], [6, 3, 5], [4, 8, 0]]"
182,"[[2, 7, 1], [6, 8, 3], [4, 0, 5]]","[[2, 7, 1], [6, 8, 3], [4, 5, 0]]"
183,"[[7, 6, 1], [4, 3, 0], [8, 2, 5]]","[[7, 6, 0], [4, 3, 1], [8, 2, 5]]"
184,"[[1, 3, 0], [7, 2, 6], [4, 8, 5]]","[[1, 3, 6], [7, 2, 0], [4, 8, 5]]"
185,"[[0, 6, 1], [7, 5, 8], [2, 4, 3]]","[[6, 0, 1], [7, 5, 8], [2, 4, 3]]"
186,"[[6, 1, 0], [7, 8, 3], [2, 4, 5]]","[[6, 1, 3], [7, 8, 0], [2, 4, 5]]"
187,"[[7, 1, 8], [0, 2, 6], [4, 5, 3]]","[[0, 1, 8], [7, 2, 6], [4, 5, 3]]"
188,"[[7, 3, 6], [0, 2, 1], [4, 8, 5]]","[[0, 3, 6], [7, 2, 1], [4, 8, 5]]"
189,"[[1, 2, 3], [0, 7, 6], [4, 8, 5]]","[[1, 2, 3], [4, 7, 6], [0, 8, 5]]"
190,"[[1, 2, 3], [7, 6, 0], [4, 8, 5]]","[[1, 2, 3], [7, 6, 5], [4, 8, 0]]"
191,"[[1, 2, 3], [7, 8, 6], [4, 0, 5]]","[[1, 2, 3], [7, 8, 6], [4, 5, 0]]"
192,"[[2, 7, 1], [6, 3, 0], [4, 8, 5]]","[[2, 7, 0], [6, 3, 1], [4, 8, 5]]"
193,"[[2, 7, 1], [6, 8, 3], [4, 0, 5]]","[[2, 7, 1], [6, 8, 3], [0, 4, 5]]"
194,"[[6, 1, 3], [7, 0, 2], [4, 8, 5]]","[[6, 0, 3], [7, 1, 2], [4, 8, 5]]"
195,"[[6, 1, 3], [7, 0, 2], [4, 8, 5]]","[[6, 1, 3], [0, 7, 2], [4, 8, 5]]"
196,"[[6, 1, 3], [7, 0, 2], [4, 8, 5]]","[[6, 1, 3], [7, 8, 2], [4, 0, 5]]"
197,"[[7, 1, 8], [0, 2, 6], [4, 5, 3]]","[[7, 1, 8], [4, 2, 6], [0, 5, 3]]"
198,"[[7, 3, 6], [2, 1, 0], [4, 8, 5]]","[[7, 3, 6], [2, 1, 5], [4, 8, 0]]"
199,"[[7, 3, 6], [0, 2, 1], [4, 8, 5]]","[[7, 3, 6], [4, 2, 1], [0, 8, 5]]"
200,"[[7, 6, 1], [5, 0, 8], [2, 4, 3]]","[[7, 0, 1], [5, 6, 8], [2, 4, 3]]"
201,"[[7, 1, 3], [4, 2, 6], [8, 5, 0]]","[[7, 1, 3], [4, 2, 0], [8, 5, 6]]"
202,"[[7, 1, 0], [8, 6, 3], [2, 4, 5]]","[[7, 1, 3], [8, 6, 0], [2, 4, 5]]"
203,"[[7, 6, 1], [5, 0, 8], [2, 4, 3]]","[[7, 6, 1], [5, 4, 8], [2, 0, 3]]"
204,"[[7, 6, 1], [5, 0, 8], [2, 4, 3]]","[[7, 6, 1], [5, 8, 0], [2, 4, 3]]"
205,"[[1, 2, 3], [0, 7, 6], [4, 8, 5]]","[[0, 2, 3], [1, 7, 6], [4, 8, 5]]"
206,"[[1, 2, 3], [7, 6, 0], [4, 8, 5]]","[[1, 2, 0], [7, 6, 3], [4, 8, 5]]"
207,"[[1, 2, 3], [7, 8, 6], [4, 0, 5]]","[[1, 2, 3], [7, 8, 6], [0, 4, 5]]"
208,"[[6, 2, 1], [7, 8, 0], [4, 5, 3]]","[[6, 2, 0], [7, 8, 1], [4, 5, 3]]"
209,"[[6, 2, 1], [4, 7, 3], [0, 8, 5]]","[[6, 2, 1], [4, 7, 3], [8, 0, 5]]"
210,"[[6, 2, 1], [7, 3, 5], [4, 8, 0]]","[[6, 2, 1], [7, 3, 5], [4, 0, 8]]"
211,"[[6, 2, 1], [7, 5, 8], [4, 0, 3]]","[[6, 2, 1], [7, 5, 8], [0, 4, 3]]"
212,"[[6, 2, 1], [7, 5, 8], [4, 0, 3]]","[[6, 2, 1], [7, 5, 8], [4, 3, 0]]"
213,"[[7, 1, 0], [4, 6, 3], [8, 2, 5]]","[[7, 1, 3], [4, 6, 0], [8, 2, 5]]"
214,"[[7, 1, 8], [2, 5, 6], [4, 0, 3]]","[[7, 1, 8], [2, 5, 6], [0, 4, 3]]"
215,"[[7, 1, 8], [2, 5, 6], [4, 0, 3]]","[[7, 1, 8], [2, 5, 6], [4, 3, 0]]"
216,"[[7, 1, 3], [0, 2, 5], [4, 6, 8]]","[[0, 1, 3], [7, 2, 5], [4, 6, 8]]"
217,"[[2, 7, 3], [0, 1, 6], [4, 8, 5]]","[[2, 7, 3], [1, 0, 6], [4, 8, 5]]"
218,"[[2, 7, 3], [0, 1, 6], [4, 8, 5]]","[[2, 7, 3], [4, 1, 6], [0, 8, 5]]"
